year,employer_has_discussed_mh_formally,employer_has_mh_resources_and_options,anonymity_guaranteed,difficulty_asking_for_mh_related_medical_leave,comfortable_discussing_mh_with_coworkers,comfortable_discussing_mh_with_supervisors,has_medical_coverage_mhd_included,knows_local_or_online_mhd_resources,revealed_mhd_to_clients_or_business_contacts,negative_impact_of_revealing_mhd_to_clients_contacts,productivity_affected_by_mh,percentage_of_work_time_affected_by_mh,prev_employer_provided_mh_coverage,knew_prev_employer_mh_coverage_options,prev_employer_discussed_mh_formally,prev_employer_had_mh_resources_and_options,prev_employer_anonymity_guaranteed,comfortable_discussing_mh_with_prev_coworkers,comfortable_discussing_mh_with_prev_supervisors,willing_to_bring_up_ph_in_interview_y_n,willing_to_bring_up_ph_in_interview_y_n_reason,willing_to_bring_up_mh_in_interview_y_n,willing_to_bring_up_mh_in_interview_y_n_reason,observed_or_experienced_unsupportiveness_or_bad_response,observations_of_response_to_mhd_of_others_made_less_likely_to_reveal
2018,No,No,Yes,Somewhat easy,Maybe,No,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),None did,None did,I don't know,At some of my previous employers,I don't know,Yes,It would depend on if the issue would result in the need for accommodations for the issue.,Maybe,I would first want to know if the company is open and forward-thinking about mental illness.,"Yes, I observed",No
2018,Yes,Yes,Yes,Very easy,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Because I don't have to unless it will interfere with my ability to do my job.,No,Because I don't have to unless it will interfere with my ability to do my job.,Maybe/Not sure,No
2018,NA,NA,NA,NA,NA,NA,0,I know some,"No, because it would impact me negatively",Yes,Yes,26-50%,"No, none did","Yes, I was aware of all of them",None did,None did,I don't know,"No, at none of my previous employers","No, none of my previous supervisors",Maybe,NA,No,NA,No,No
2018,No,Yes,Yes,Very easy,Yes,Yes,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),I don't know,None did,"Yes, always",At some of my previous employers,Some of my previous supervisors,No,"Despite the law to protect against it, I don't trust that physical issues wouldn't be a factor in getting hired.",No,"Despite the law to protect against it, I don't trust that mental issues wouldn't be a factor in getting hired.",No,Yes
2018,Yes,I don't know,I don't know,Somewhat easy,Yes,Yes,NA,NA,NA,NA,NA,NA,Some did,"Yes, I was aware of all of them",Some did,Some did,Sometimes,At some of my previous employers,Some of my previous supervisors,No,Interview is not at that level of disclosure.,No,Stigma. Negative attribute.,"Yes, I experienced",Maybe
2018,No,No,Yes,I don't know,Maybe,Yes,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,None did,"Yes, always",At some of my previous employers,Some of my previous supervisors,Maybe,It would depend on whether that issue was obvious and whether it would be something they needed to be aware of or make accommodations for.,No,It's none of their business.,No,Yes
2018,I don't know,I don't know,I don't know,Very easy,Maybe,Yes,NA,NA,NA,NA,NA,NA,"Yes, they all did","Yes, I was aware of all of them",None did,Some did,I don't know,At some of my previous employers,Some of my previous supervisors,Maybe,I wouldn’t want to bring it up if I thought it would make me less employable,No,I wouldn’t want to bring it up if I thought it would make me less employable,Maybe/Not sure,N/A
2018,No,No,No,I don't know,Yes,Yes,NA,NA,NA,NA,NA,NA,"No, none did",N/A (none offered),None did,None did,I don't know,"Yes, at all of my previous employers","Yes, all of my previous supervisors",Maybe,Depending on what physical health issue it is,Maybe,Not certain whether it is needed or not.,No,No
2018,Yes,No,I don't know,Somewhat easy,Yes,Yes,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),None did,None did,Sometimes,At some of my previous employers,"Yes, all of my previous supervisors",Maybe,NA,No,NA,No,No
2018,NA,NA,NA,NA,NA,NA,1,I know some,"No, because it doesn't matter",N/A,Yes,26-50%,Some did,I was aware of some,Some did,Some did,"Yes, always",At some of my previous employers,Some of my previous supervisors,Maybe,NA,No,NA,Maybe/Not sure,No
2018,No,No,I don't know,Neither easy nor difficult,No,No,NA,NA,NA,NA,NA,NA,"No, none did","Yes, I was aware of all of them",None did,None did,I don't know,"No, at none of my previous employers","No, none of my previous supervisors",No,i could loose everything i have.,No,same as first answered,Maybe/Not sure,No
2018,Yes,No,I don't know,Very easy,Yes,No,NA,NA,NA,NA,NA,NA,"No, none did","No, I only became aware later",None did,None did,I don't know,"No, at none of my previous employers","No, none of my previous supervisors",Maybe,"I'm not sure to understand the difference between a mental and a physical health issue (I'm not a English native speaker), to me, they are both related, when I experience mental issues, it trigger a physical response (eating disorder, nausea, hair loss, self-inflicted wounds). I won't talk about physical issues that stems from mental heath problems, but I rather discuss about the need of an healthy working environment.",Maybe,See the response above :),Maybe/Not sure,No
2018,NA,NA,NA,NA,NA,NA,0,"Yes, I know several",Not applicable to me,N/A,Not applicable to me,NA,"Yes, they all did","Yes, I was aware of all of them",None did,"Yes, they all did",I don't know,At some of my previous employers,Some of my previous supervisors,Maybe,I would only bring it up if it had an impact on job performance.,No,"An interview doesn't feel like it would be an appropriate time, but I also am not sure when would be appropriate.",No,N/A
2018,No,I don't know,Yes,Very easy,Maybe,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,NA,No,No
2018,No,No,I don't know,I don't know,No,Maybe,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,No,I would only talk about the work of the position being interviewed for and my capacity to fill that position and perform those associated tasks.,No,I would only discuss my capacity and capabilities to perform in the intended role I would be interviewing for. I would not bring up my health in anyway unless it pertained to my capacity or capability to perform in the role.,No,No
2018,No,No,I don't know,Somewhat easy,Maybe,Yes,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,Some did,Some did,I don't know,At some of my previous employers,Some of my previous supervisors,Yes,My physical disabilities limit me in life. There are some jobs that I will simply never be able to do. Not revealing these issues would be disadvantageous to both parties.,Yes,"Unfortunately, my substance abuse issues lead to me having a criminal record. I'll be forced to tell every employer about this for the rest of my life. :-(",Maybe/Not sure,No
2018,NA,NA,NA,NA,NA,NA,1,"Yes, I know several","No, because it doesn't matter",No,Yes,1-25%,Some did,"Yes, I was aware of all of them",Some did,Some did,"Yes, always",At some of my previous employers,Some of my previous supervisors,No,I have no physical issues.,No,No reason to.,Maybe/Not sure,No
2018,No,No,I don't know,Very easy,Yes,Maybe,NA,NA,NA,NA,NA,NA,"Yes, they all did",I was aware of some,"Yes, they all did","Yes, they all did",I don't know,At some of my previous employers,"Yes, all of my previous supervisors",No,"Because of our idiotic health insurance system in the US.  It makes sick employees a liability for the entire company, so a sick candidate would seem to be less hirable.",No,Same reasons as above.,"Yes, I observed",N/A
2018,No,I don't know,I don't know,I don't know,Maybe,Maybe,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,Yes,Offices usually have food. I want my allergies to be respected.,Maybe,"I would want to make sure that my needs are covered, both in work and by insurance. But I'd worry about not receiving the job based on that.",Maybe/Not sure,N/A
2018,No,No,I don't know,I don't know,Maybe,Maybe,NA,NA,NA,NA,NA,NA,"No, none did",N/A (none offered),None did,None did,I don't know,"No, at none of my previous employers",I don't know,No,Seems a bit foolish,No,NA,No,N/A
2018,No,I don't know,Yes,Somewhat difficult,Maybe,Maybe,NA,NA,NA,NA,NA,NA,Some did,"Yes, I was aware of all of them",None did,Some did,I don't know,At some of my previous employers,Some of my previous supervisors,No,Not relevant to hiring in my field.,No,not a legal hiring question?,No,Yes
2018,No,No,I don't know,Difficult,Maybe,Maybe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,It's none of their business.,No,"Again, none of their business.",No,No
2018,I don't know,I don't know,Yes,Somewhat easy,Maybe,Yes,NA,NA,NA,NA,NA,NA,"Yes, they all did","No, I only became aware later",I don't know,Some did,"Yes, always",At some of my previous employers,Some of my previous supervisors,No,"Unless the job has physical demands, my physical health is irrelevant for the purposes of an interview.",No,Quite frankly it's none of their business.,"Yes, I observed",No
2018,No,I don't know,I don't know,I don't know,No,No,NA,NA,NA,NA,NA,NA,"No, none did",N/A (none offered),None did,None did,I don't know,At some of my previous employers,"Yes, all of my previous supervisors",Yes,If it was something that they would need to accommodate for then it would make sense to bring it up.,No,The stigma placed on mental health would cause me to keep that to myself. I wouldn't want someone judging my mental capacity to do the work.,No,Yes
2018,No,I don't know,Yes,Somewhat easy,Maybe,Yes,NA,NA,NA,NA,NA,NA,Some did,"No, I only became aware later",None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,Maybe,"If it's an issue that's relevant to the job, I would.  If not, it's not their business.",Maybe,"If it would impact my job, I feel I should.  If not, it's not their business.",No,No
2018,No,No,Yes,Somewhat easy,Yes,Yes,NA,NA,NA,NA,NA,NA,"Yes, they all did",I was aware of some,None did,None did,Sometimes,At some of my previous employers,"No, none of my previous supervisors",No,Bias,No,Bias,Maybe/Not sure,Maybe
2018,No,No,Yes,Neither easy nor difficult,Yes,Yes,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,Some did,"Yes, always",At some of my previous employers,Some of my previous supervisors,No,Hopefully not relevant to the job and also none of their business.,No,They might use it against me.,"Yes, I experienced",No
2018,No,No,I don't know,I don't know,Maybe,Maybe,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),None did,None did,I don't know,"No, at none of my previous employers",I don't know,No,I don't feel it should be considered for my suitability to do a job.,No,I don't feel it should be considered for my suitability to do a job.,No,Maybe
2018,Yes,Yes,I don't know,Difficult,Maybe,Maybe,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),None did,None did,I don't know,"No, at none of my previous employers","No, none of my previous supervisors",Yes,Seems reasonable to bring up something quantifiable and obvious.,No,"There's a stigma around that, and people might not know how to react gracefully.",No,No
2018,NA,NA,NA,NA,NA,NA,0,"No, I don't know any",Not applicable to me,N/A,Not applicable to me,NA,NA,NA,NA,NA,NA,NA,NA,Maybe,NA,No,NA,I've always been self-employed,N/A
2018,No,No,No,Somewhat easy,Maybe,Maybe,NA,NA,NA,NA,NA,NA,"No, none did",N/A (was not aware),None did,None did,No,"No, at none of my previous employers",I don't know,Maybe,.,Maybe,.,Maybe/Not sure,N/A
2018,NA,NA,NA,NA,NA,NA,1,I know some,"Sometimes, if it comes up",I'm not sure,Yes,1-25%,Some did,I was aware of some,None did,None did,I don't know,"Yes, at all of my previous employers",Some of my previous supervisors,Maybe,I've been told not to disclose by a disability advisor and doctors. I've had issues with my last two employers because of it. It's hard to decide between potentially not getting a job because of it and avoiding a work environment that wouldn't be supportive. If I did bring it up it would be a vague reference because it's why I work in healthcare and research.,No,I have PTSD. People are always curious why since I'm not a veteran. I was abused as a child and sexually assaulted. My biggest triggers are aggressive or sexual men and feeling trapped. I don't think that would go over well as a female developer in tech.,"Yes, I experienced",Yes
2018,No,No,I don't know,I don't know,Maybe,No,NA,NA,NA,NA,NA,NA,"No, none did",N/A (was not aware),None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,Maybe,They would not hire me because of that,Maybe,Same as before,"Yes, I experienced",Maybe
2018,Yes,Yes,Yes,Very easy,Yes,Yes,NA,NA,NA,NA,NA,NA,"No, none did",N/A (none offered),None did,None did,I don't know,"No, at none of my previous employers","No, none of my previous supervisors",Maybe,Depends if it would effect my ability to do the job or not.,No,Stigma.,Maybe/Not sure,No
2018,Yes,Yes,Yes,I don't know,No,No,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,Some did,I don't know,At some of my previous employers,"No, none of my previous supervisors",No,It's not applicable to the type of job that I'd be doing.,No,"It's a personal issue that should not matter to an employer, plus fear that it would be taken negatively.",Maybe/Not sure,No
2018,Yes,Yes,I don't know,Somewhat easy,Maybe,Yes,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,Some did,"Yes, always",At some of my previous employers,"No, none of my previous supervisors",No,Concerns it would subconsciously influence them.,No,Concerns it would subconsciously influence them.,"Yes, I observed",No
2018,Yes,Yes,I don't know,Somewhat easy,Maybe,Maybe,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),I don't know,Some did,I don't know,At some of my previous employers,Some of my previous supervisors,Maybe,"Employers can't legally discriminate based on medical issues, but everyone knows that they do.",Maybe,I would be concerned they'd discriminate against me.,"Yes, I experienced",Maybe
2018,Yes,Yes,I don't know,Somewhat easy,Maybe,No,NA,NA,NA,NA,NA,NA,Some did,"Yes, I was aware of all of them",None did,Some did,I don't know,"No, at none of my previous employers","No, none of my previous supervisors",Maybe,I am over 60 and would bring it up to assure them of my overall good physical health.,No,I wouldn't know them well enough to trust them with that information.,Maybe/Not sure,Yes
2018,No,I don't know,I don't know,Difficult,No,No,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,None did,I don't know,At some of my previous employers,"No, none of my previous supervisors",Maybe,Depends on if I thought it would affect my chances of getting the job.,No,It seems likely to reduce my chances of being offered the job.,No,N/A
2018,I don't know,I don't know,I don't know,Difficult,Maybe,Yes,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,Some did,Some did,I don't know,At some of my previous employers,Some of my previous supervisors,No,"Because of my age I think I am already at a slight disadvantage when seeking employment. However - if the issue required treatment or monitoring that had to be explained, I would be honest.",No,Afraid of losing the opportunity,No,N/A
2018,NA,NA,NA,NA,NA,NA,1,"Yes, I know several","No, because it would impact me negatively",N/A,Yes,1-25%,Some did,"Yes, I was aware of all of them",None did,Some did,Sometimes,"No, at none of my previous employers",Some of my previous supervisors,No,Bias,No,Bias,"Yes, I experienced",Yes
2018,No,No,I don't know,Somewhat difficult,No,No,NA,NA,NA,NA,NA,NA,"Yes, they all did",I was aware of some,Some did,None did,I don't know,"No, at none of my previous employers","No, none of my previous supervisors",No,"Don't want to give them fodder to discriminate. Even if it's illegal, it's impossible to prove.",No,Even more stigmatized than physical health issues. I don't want to give them a reason to rule me out.,Maybe/Not sure,No
2018,No,I don't know,I don't know,Neither easy nor difficult,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"Fear of showing any source of weakness in an interview. Unless it was directly obvious, I wouldn't focus on it.",No,"There is still a stigma around mental health, so much that it's risky to disclose it to employers.",Maybe/Not sure,N/A
2018,No,I don't know,I don't know,Difficult,Maybe,No,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),I don't know,Some did,I don't know,"No, at none of my previous employers","No, none of my previous supervisors",No,"I would most like consider a personal health issue to be private, and would not share it with someone I didn’t know well.",No,"I would definitely consider a mental health issue to be private, and would not tell someone I didn’t know.",No,No
2018,Yes,I don't know,I don't know,Neither easy nor difficult,Maybe,Maybe,NA,NA,NA,NA,NA,NA,"No, none did",N/A (none offered),None did,None did,I don't know,"No, at none of my previous employers","No, none of my previous supervisors",Yes,NA,Maybe,"I would be more confident bringing up the issue if there was low risk were I to not get the role (e.g. still happy in my current position, or the new position would not be a drastic career progression).",No,No
2018,Yes,Yes,Yes,Very easy,Yes,Yes,NA,NA,NA,NA,NA,NA,"Yes, they all did",I was aware of some,Some did,Some did,I don't know,"Yes, at all of my previous employers",Some of my previous supervisors,Maybe,"depends on the issue, honestly. if I had a terminal illness? probably not",Yes,"it's likely to be a non-issue, and if it isn't, I don't want to work there","Yes, I experienced",No
2018,No,No,I don't know,Difficult,No,No,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,Some did,I don't know,At some of my previous employers,Some of my previous supervisors,No,I'm a private person. Doing so would likely disadvantage me in getting the job.,No,"Same as physical, times 10.",Maybe/Not sure,Maybe
2018,NA,NA,NA,NA,NA,NA,1,I know some,"No, because it doesn't matter",N/A,Yes,26-50%,I don't know,N/A (was not aware),None did,None did,I don't know,At some of my previous employers,"Yes, all of my previous supervisors",Maybe,Only when relevant for the job,Maybe,"To be honest towards your future coworkers, they have to know what's happening so they can understand why things go in a specific way",No,N/A
2018,No,I don't know,I don't know,I don't know,No,No,NA,NA,NA,NA,NA,NA,"No, none did",N/A (was not aware),None did,None did,No,"No, at none of my previous employers","No, none of my previous supervisors",Yes,No stigma,No,Stigma,"Yes, I experienced",No
2018,I don't know,No,I don't know,I don't know,Yes,Maybe,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,Some did,Some did,I don't know,At some of my previous employers,Some of my previous supervisors,Maybe,Because it may cause the potential employer to reject me in favor of an equally qualified candidate who does not have a health issue.,Maybe,Because it may cause the potential employer to reject me in favor of an equally qualified candidate who does not have a health issue.,"Yes, I experienced",N/A
2018,No,No,I don't know,I don't know,No,No,NA,NA,NA,NA,NA,NA,Some did,"No, I only became aware later",None did,None did,I don't know,"No, at none of my previous employers","No, none of my previous supervisors",No,Cos probably i woldn't got the job if I do,No,For the same,Maybe/Not sure,Maybe
2018,No,No,Yes,Somewhat difficult,No,Maybe,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),I don't know,Some did,I don't know,"No, at none of my previous employers","No, none of my previous supervisors",Maybe,"I don't want to be removed from the applicant pool for being a ""handful""",No,Mental health issues have more stigma of being untreatable or not being curable,"Yes, I observed",Yes
2018,No,I don't know,I don't know,Difficult,No,No,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),None did,None did,I don't know,"No, at none of my previous employers","No, none of my previous supervisors",No,It would negatively impact the outcome,No,It would negatively impact the outcome,No,N/A
2018,No,No,I don't know,Somewhat easy,No,No,NA,NA,NA,NA,NA,NA,I don't know,N/A (none offered),None did,None did,I don't know,"No, at none of my previous employers",I don't know,No,It can be a handicap to be hired,No,I Will not be hired,Maybe/Not sure,N/A
2018,Yes,Yes,I don't know,Neither easy nor difficult,Maybe,Yes,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,Some did,Some did,I don't know,At some of my previous employers,Some of my previous supervisors,No,I'd rather have that conversation later in our working relationship,No,"Stigma is real, and again, I'd rather have that conversation later in our working relationship",No,Maybe
2018,Yes,Yes,No,Very easy,Yes,Maybe,NA,NA,NA,NA,NA,NA,"No, none did",N/A (none offered),None did,None did,No,At some of my previous employers,"No, none of my previous supervisors",No,People perceive anxiety sufferers as unable to handle stress. I work brilliantly under pressure and handle stress as well as the next person. I would not give a interview the opportunity to reject me based off their bias,No,NA,"Yes, I experienced",Maybe
2018,NA,NA,NA,NA,NA,NA,0,I know some,"No, because it doesn't matter",No,Yes,1-25%,Some did,"Yes, I was aware of all of them",Some did,Some did,Sometimes,"No, at none of my previous employers","No, none of my previous supervisors",Yes,"Unavoidable, obvious",No,Discussion avoidable,"Yes, I observed",Yes
2018,Yes,Yes,Yes,I don't know,Maybe,Maybe,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),None did,None did,I don't know,"No, at none of my previous employers","No, none of my previous supervisors",No,"to not give any reason not to hire me, especially if it doesn't affect my ability to do the job",No,"to not give any reason not to hire me, especially if it doesn't affect my ability to do the job",Maybe/Not sure,No
2018,No,No,I don't know,Very easy,Maybe,Maybe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe,May result in me not getting the job,Maybe,May result in not getting a job,No,N/A
2018,NA,NA,NA,NA,NA,NA,1,"No, I don't know any",Not applicable to me,N/A,Not applicable to me,NA,NA,NA,NA,NA,NA,NA,NA,No,"this is personal, I get paid by the work I do",Maybe,"to be fair, to see how he would handle it",I've always been self-employed,No
2018,NA,NA,NA,NA,NA,NA,1,I know some,"No, because it would impact me negatively",Yes,Yes,51-75%,Some did,"Yes, I was aware of all of them",None did,None did,No,"No, at none of my previous employers","No, none of my previous supervisors",Yes,So they could accommodate.,No,I would not get hired.,"Yes, I observed",Yes
2018,No,I don't know,Yes,Neither easy nor difficult,No,Yes,NA,NA,NA,NA,NA,NA,Some did,N/A (was not aware),Some did,Some did,I don't know,"No, at none of my previous employers","No, none of my previous supervisors",Yes,NA,Maybe,NA,No,No
2018,No,No,No,Difficult,Maybe,No,NA,NA,NA,NA,NA,NA,"No, none did",N/A (none offered),None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,Yes,NA,No,NA,"Yes, I observed",Maybe
2018,Yes,No,I don't know,Somewhat easy,Yes,Maybe,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,Some did,Some did,I don't know,"No, at none of my previous employers",Some of my previous supervisors,Maybe,NA,Maybe,NA,"Yes, I experienced",No
2018,Yes,Yes,Yes,Somewhat difficult,Maybe,Maybe,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,Some did,Some did,Sometimes,At some of my previous employers,Some of my previous supervisors,No,NA,No,NA,No,No
2018,No,No,I don't know,Difficult,Yes,Yes,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),Some did,None did,I don't know,At some of my previous employers,"Yes, all of my previous supervisors",No,"Unless it required frequent absence from work, I wouldn't bring it up.",Maybe,"It depends. If the position was remote I'd be fine, but in office 40hrs a week would present a challenge. It's difficult since I wouldn't bring it up to a stranger ie, the interviewer. But if I had known they would be like my current coworkers and boss are to me now, its possible i would have said something. Unlikely, but possible.",Maybe/Not sure,Yes
2018,No,No,I don't know,Somewhat easy,No,No,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,Some did,"Yes, always",At some of my previous employers,"No, none of my previous supervisors",Maybe,Only if it's relevant to the position.,No,My mental health issues aren't my employer's business.,No,N/A
2018,No,I don't know,I don't know,Somewhat easy,Maybe,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,It doesn't seem relevant and there's always a chance it could sway the interview and they'd just blame it on something else.,No,Same as physical.,Maybe/Not sure,No
2018,NA,NA,NA,NA,NA,NA,0,I know some,"No, because it would impact me negatively",N/A,Yes,1-25%,Some did,I was aware of some,None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,No,May impact employment.,No,May impact employment.,No,Yes
2018,Yes,Yes,Yes,Very easy,Yes,Yes,NA,NA,NA,NA,NA,NA,Some did,"Yes, I was aware of all of them",None did,Some did,"Yes, always","No, at none of my previous employers","No, none of my previous supervisors",Yes,I am visually impaired.,No,There is still a stigma about mental health.,No,N/A
2018,No,No,Yes,Somewhat easy,Yes,Yes,NA,NA,NA,NA,NA,NA,"No, none did",N/A (none offered),None did,None did,I don't know,"No, at none of my previous employers",I don't know,Yes,no,Maybe,no,Maybe/Not sure,No
2018,No,No,I don't know,Very easy,Maybe,Maybe,NA,NA,NA,NA,NA,NA,"No, none did",N/A (none offered),None did,None did,I don't know,"No, at none of my previous employers",Some of my previous supervisors,Maybe,Embarrassing,No,I wouldn't want it to impact my chances of getting the job,No,N/A
2018,No,Yes,Yes,Difficult,No,No,NA,NA,NA,NA,NA,NA,"Yes, they all did",I was aware of some,None did,None did,"Yes, always",At some of my previous employers,Some of my previous supervisors,No,NA,No,NA,"Yes, I experienced",No
2018,I don't know,I don't know,I don't know,I don't know,Maybe,Maybe,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,None did,"Yes, always","Yes, at all of my previous employers",Some of my previous supervisors,Yes,"If it mattered to the job, I'd bring it up immediately, to see how they react and best judge if it's some place I'd want to be.",No,"Without knowing their stance, there's too much stigma around mental health issues.",No,N/A
2018,I don't know,Yes,I don't know,Somewhat easy,Yes,Yes,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,Yes,Could interfere with job,Yes,Could interfere with job,Maybe/Not sure,No
2018,No,No,Yes,I don't know,Yes,No,NA,NA,NA,NA,NA,NA,Some did,"Yes, I was aware of all of them",None did,Some did,"Yes, always",At some of my previous employers,Some of my previous supervisors,No,It isn't the place to do so unless it directly impacts my ability to do the job,No,They don't need to know and I feel it could jeopardize my chances,"Yes, I observed",No
